id,nama_sekolah,alamat,kontak,nspn
887,SMA Islam Daarul Ahibbah,Jl Warung Selikur Km.8 Kp.Ciguha-Carenang,-,20614419
888,SMA Sunan Kali Jaga,Jl. Raya Serang Km. 21,-,20614439
889,SMA Daarul Quran Internasional,Jl. Kampung Ketapang No. 35,-,20614522
890,SMAN 15 Kabupaten Tangerang,Jl. Raya Korelet No. 1 Ranca Kalapa Panongan,-,20614593
891,MA Annida,Jl. Raya Serang Km. 33 Pasir Muncang Jayanti,-,20614596
892,MA Al Muhibbin,Jl. Baru Kp. Waas,-,20614605
893,SMA Daarul Quran Nasional Plus,Jl. Sandong Raya Rt 03/05 Pondok Pucung Karang Tengah,-,20614641
894,SMK Islam Al Khoirat,Kp. Gebang Rt 02/05 Cikupa,-,20614725
895,SMK Yamitec Balaraja,Jl. Raya Serang Km. 30 Ds. Gembong Balaraja,-,20614726
896,SMKN 6 Kabupaten Tangerang,Perum Bumi Puspiptek Asri Sektor Iii Pagedangan,-,20614727
897,SMA Adzkia Islamic School,Jl. Sukamulya 5 No. 1 Rt. 01/09 15419,-,20614834
898,SMA Al Ishlah Cilegon,Jl. Al Ishlah No 02 Cilegon,-,20606299
899,SMA Al Munawwaroh,Jl. H. Leman Gerem Raya No 45,-,20606295
900,MA Al Khairiyah Delingseng,Delingseng  Kebonsari,-,20606344
901,MA At Taqwa Yastu,Jl.Raya Serang Km.2,-,20614865
902,MA Al Falah,Jl.Raya Nanggor Km.4,-,20614866
903,SMA Nurul Falah Tanjakan Mekar,Tanjakan Mekar Rt 06/02 Rajeg,-,20614868
904,SMA It La Tahzan,Jl. Cikande-Bandung Km. 3,-,20614874
905,SMA Daarul Muqimien,Jl. Raya Mauk Km. 16 Buaran Jati Sukadiri,-,20614878
906,SMKN 1 Lebakgedong,Jl. Raya Cipanas Warung Banten Km. 10,-,20614881
907,SMA Bina Nusantara Serpong (Binus),Jl. Jelupang No. 58,-,20614920
908,SMA Negeri 1 Cijaku,Jl. Raya Pasarkupa Km 01 Cijaku,-,20614930
909,MA Al Kamil,Kp. Doyong Rt. 03/04,-,20614931
910,MA Al Huda,Jl. Rumpak Sinang Rt.03/01,-,20614952
911,MA Tafriijul Ahkam,Kp Cikiray,-,20614982
912,MA Khazanah Kebajikan,Jl. Talas I Rt.01/10 Pondok Cabe Ilir,-,20614984
913,SMA Terpadu Birrul Walidain,Jl. Raya Saketi Pasar Picung,-,20615009
914,MA Dua Cahaya,Desa Salembaran,-,20615014
915,MA Minhajul Abror,Jl. Nyima Melati Pondok Kelor,-,20615015
916,MA Nurul Falah Sepatan,Kp. Gurudug Rt. 04/05 Desa Mekarjaya,-,20615016
917,SMA Plus Gemilang,Jl.Raya Serang Jakarta Km.20 Kp Ciroke,-,20615023
918,Smak Penabur Bintaro Jaya,Jl. Panglima Polim Blok A6 No. 1,-,20615025
919,SMA Bina Machmud - Kadu Kacapi,Jl. Raya Kh. Machmud No. 005 Tanjungsari - Pabuaran,-,20615027
920,MA Mutaalimin,Kp. Cigudang,-,20615028
921,SMA Medanggili - Serang,Jl. Raya Jakarta Km 10,-,20615064
922,MA Miftahul Khaer,Kp. Babakan Rt. 02/15 Curug,-,20615074
923,SMA Muhammadiyah Labuan,Jl. Sumur Kopo Komplek Masjid Mujahidin Labuan,-,20600513
924,SMK Labschool Tangerang Raya,Jl. Raya Kampung Melayu Km. 8 Teluknaga,-,20615076
925,MA Al-Mamur,Kp. Leungsir Rt. 05/01 Munjul Solear Tangerang,-,20615079
926,SMA Tunas Bangsa,Jl. Prancis Km 12 Kosambi Timur Kec. Kosambi Tangerang,-,20615080
927,SMA PGRI Pandeglang,Jln. Raya Labuan Km. 04 Maja Barat Majasari Pandeglang,-,20600437
928,MA Al-Ihsan,Jl. Amd Kadoma Jajaway,-,20600962
929,MA Darul Ihsan,Lembur Sawah Kadu Bungbang,-,20600994
930,MA Nurul Hidayah,Jl. Cilaja Ds. Cilaja,-,20600979
931,SMA Al - Azhariyah,Sarakan Sukasari Rajeg,-,20603182
932,SMA Izada,Jl. Jombang Raya No. 25 A,-,20615101
933,SMAN 8 Pandeglang,Mandalawangi,-,20600462
934,SMK Informatika Nurul Ilmi,Jl. Raya Bayah-Pelabuhan Ratu Km 25,-,20615179
935,SMK Musik - Yayasan Musik Jakarta,Jl. Letnan Sutopo Kav. Iiia No. 10 Bsd,-,20615180
936,SMA Plus Daar El Syifa,Jl. Cikande - Kopo,-,20605355
937,SMA KhariSMA Bangsa,Jl. Terbang Layang No. 21,-,20615183
938,SMA Efata Serpong,Casa De Verona Blok V. 20 Villa Melati Ma Residence,-,20615184
939,SMK Avicena Rajeg,Jl. Raya Kukun Rajeg Tangerang,-,20615185
940,MA Al Amin,Jl. Kh. Moh. Amin Tegal Kamal Ds. Renged Kresek,-,20603986
941,MA Al Falahiyyah,Jl. Raya Balaraja-Kronjo Kp. Kitamu Ds. Kemuning Kresek,-,20603989
942,MA Al-Falah,Jl. Raya Kadoma Ciekek Hilir Karaton-Majasari-Pandeglang 42211,-,20615186
943,MA Al Mansyuriyah,Kp. Gurudug Ds. Mekarjaya Sepatan,-,20603966
944,MA Wujuhul Khair,Jl. Raya Kedaung Barat Km.14 Kp. Kawiru Lebak Wangi Sepatan Timur,-,20604026
945,MA Syekh Mubarok,Jl. Taman Adiyasa Kp. Bunar Sukatani Cisoka,-,20604007
946,MA Nurul Ihsan,Jl. Raya Kronjokm. 6 Kp. Cicayur Ds. Rancailat Kresek,-,20603995
947,SMK Al Husna Tigaraksa,Jl. Aria Jaya Sentika Km. 2,-,20615204
948,SMK Yapipa,Jl. Bhayangkara Raya Perum Pd. Pakualam Blok P1 No. 8 Rt.08/05,-,20615207
949,SMAN 11 Cikedal Pandeglang,Jl Menes-Jiput Km. 3,-,20600453
950,SMA Nurul Huda,Jl. Raya Cisoka - Megu Kp. Sadang Rt. 05/04 Cisoka,-,20615474
951,SMAN 8 Kabupaten Tangerang,Jl. Siliwangi No. 30 Cisoka,-,20603360
952,SMA Yupentek 3,Raya Plp No. 47,-,20603356
953,SMA Daar El Qolam,Jl. Raya Serang (K.H. Ahmad Rifai Arief) Km 36 Pasirgintung Jayanti,-,20603164
954,SMA Sunan Bonang,Komp.Perum Dasana Indah Blok Sj Bojongnangka Kelapa Dua,-,20603378
955,SMA Darul Abror,Jl. Kemiri  Km 36 No. 29 Kemiri,-,20603168
956,SMA Bethel Kosambi,Jl. Perancis Dadap Perum Villa Taman Bandara,-,20603160
957,SMAN 9 Kabupaten Tangerang,Jl. Pasar Baru No. 1 Kronjo,-,20603366
958,SMAN 2 Kabupaten Tangerang,Jl. Pendidikan No.5 Mauk Timur,-,20603367
959,SMA Paradigma,Jl.Ir. Sutami Mauk,-,20603321
960,SMAN 13 Kabupaten Tangerang,Jl. Raya Pasarkemis Km. 04 Kutajaya Pasar Kemis,-,20603384
961,SMA  Al - Istiqomah,Jl. Raya Pasar Kemis Kp. Cilongok,-,20603183
962,SMA PGRI 95 Pasar Kemis,Jl. Mawar 11 Bumi Ps Kemis Indah,-,20603326
963,SMA Yaspih,Jl. Kh. Moh. Dahlan Tanjakan Rajeg,-,20603370
964,SMA Perintis 1 Sepatan,Jl. Raya Kpr-Btn Kutabumi Desa Karet Kecamatan Sepatan Kabupaten Tangerang,-,20603322
965,SMA PriMA Nusantara,Jl. Raya Kramat Rt. 005/01 Pondok Jaya Sepatan,-,20603373
966,SMA Mathlaul Anwar,Jl.Raya Mauk Km. 16 Buaranjati,-,20603327
967,SMAN 12 Kabupaten Tangerang,Jl. Teladan Vii Kampung Melayu Timur Teluk Naga,-,20603268
968,SMA Babussalam,Jl. Babussalam No. 5 Teluk Naga,-,20603159
969,SMA Nurul Falah,Jl.Aria Jaya Sentika Pasirnangka Tigaraksa,-,20603319
970,SMK Nurul Falah Tigaraksa,Jl. Aria Jaya Sentika Tigaraksa,-,20615479
971,SMA Attaufiqiyyah,Jl. Serang Pandeglang Km 14,-,20605323
972,SMA PGRI Bojonegara,Ciranggon-Bojonegara,-,20614312
973,SMA Al-Khairiyah Pulo Ampel,Jl. Kh. M. Idris No. 002,-,20605340
974,MA Cisampih,Jl. Raya Saketi-Malingping Km. 25,-,20602239
975,SMK Bintang Nusantara,Pondok Aren,-,20615493
976,SMK Darussalam,Jl. Otista Rt. 001/010 No.36,-,20615526
977,SMA Rachmatoellah,Jln. K.H. Amin Jasuta No. 26A Kaloran- Brimob,-,20615529
978,SMA Nururrohman,Jl. Raya Ciracas Km. 8 Sepang Masjid,-,20615536
979,SMK Mathlaul Huda,Kampung Paridan Desa Cidoko,-,20615543
980,SMA Negeri 16 Sumur Pandeglang,Jl. Raya Cibaliung Km. 2,-,20600459
981,SMAN 4 Pandeglang,Jl. Raya Labuan Km 29 Menes - Pandeglang,-,20600466
982,SMA Plus Al - Barkah,Kamelangan No. 1 Km. 2 Babakan Sompok,-,20600436
983,SMA Dowa Al Islami,Jl. Raya Dowa Ds. Wanayasa - Pontang,-,20615686
984,MA Jabal Nur Universal,Jl. Kp. Gunung Rt. 02/01 No. 60,-,20615687
985,SMAN 12 Tangerang,Jl. Hos Cokroaminoto Gg Barokah I,-,20606850
986,SMA Terpadu Pp Daarul Amanah,Jl. Kh. Hasyim Ashari Gg. Jambu Blok C,-,20615737
987,SMK Darul Islah Jayanti,Jl. Raya Serang Km. 35,-,20615741
988,SMK Fadilah,Jl. Setu Raya Rt.01/06,-,20615746
989,SMK Darul Ulum Rangkasbitung,Jl. Raya Kuncoro Jakti Km. 07 Kolelet Wetan,-,20615754
990,SMK Darul Ulum Rangkasbitung,Jl. Raya Kuncoro Jakti Km. 07 Kolelet Wetan,-,20615862
991,SMKN 1 Cibeber,Jl. Raya Cikotok-Cimaja Km.0 Cikotok,-,20615866
992,SMA Al Husna Tigaraksa,Jl Kh. Abdul Wahid No. 5 Kadu Agung Tigaraksa,-,20615874
993,SMA Bina Insani Anyar,Anyar,-,20615882
994,SMA Al-Izzah,Kp. Cimarkum,-,20615885
995,MA Ar - Rohmah,Jl. Masjid Agung Ar - Rohmah Rt. 01/05 Sukatani Cisoka,-,20615938
996,MA Ummul Qura,Jl. Lengkeng Rt 01/04,-,20604009
997,MA Ishlaahul Ummah,Jl. Keramat Kp. Pasir Kiang Rt. 02/03 Solear,-,20615955
998,SMK Insan Kreasi,Jl Shangrilla Indah Buaran Asem Desa Tanjung Anom Mauk Tangerang,-,20615978
999,MA Darussalam,Jl.Raya Cangkudu Cisoka Rt03/01 Bojongloa Cisoka,-,20615983
1000,MA Nurul Arfah,Jl. Raya Cileles Km 14 Kp. Cidauh,-,20616001
1001,MA Nurul Ihya Pasirbungur,Jl. Raya Leuwidamar Km.12 Pasirbungur,-,20616002
1002,MA Al-Madani,Kp. Sangiang-Cimarga,-,20616003
1003,SMA Kutabumi,Jl Raya Cadas-Kukun Km 5 Kutabaru Kec Pasar Kemis,-,20616006
1004,SMA Yustika,Jl. Amd Desa Sukawali Pakuhaji,-,20616007
1005,MA Hasanussholihat,Kp. Pakulonan Barat,-,20604013
1006,MA Hidayatul Ummah,Jl. Pabuaran Rt. 05/04 Jayanti,-,20616036
1007,SMK Muhammadiyah Parakan,Jl. Pendidikan Komp. Ritan Rt. 03/09,-,20616037
1008,SMK Negeri 3 Kota Tangerang Selatan,Jl. Perumahan Puri Serpong I Desa Setu,-,20616038
1009,SMK Pariwisata Puspa Wisata PGRI Serpong,Jl. Pahlawan Seribu No. 60 Kelurahan Cilenggang,-,20616039
1010,SMK Mathlaul Anwar Jati,Jl Raya Mauk Km.1B Ds Buaranjati Kec Sukadiri Kab Tangerang,-,20616041
1011,SMA Al Muchlisin,Kp. Sukamaju,-,20616044
1012,Bani Nawawiyah,Jln. Raya Rangkas Bitung,-,20616045
1013,MA Al Muchlisin,Kp. Sukamaju Ds. Sukajadi Kec. Kragilan,-,20616046
1014,MA Al Mutafakirin,Jl. Raya Anyar Mancak,-,20616047
1015,MA Bani Nawawiyah,Jl. Raya Cikande-Rangkasbitung Ds. Cemplang,-,20616048
1016,MA Nahdlotul Islam Banten,Jl. Ciptayasa Km 07 Ds. Sukanegara Pontang,-,20616049
1017,MA Nurul Abror,Jl. Raya Pamarayan,-,20616050
1018,MA Nahdlatul Islam Banten,Jln. Ciptayasa Km. 07,-,20616051
1019,SMK Nurul Madaany Cipanas,Cipanas,-,20616059
1020,SMA Terpadu Pahoa,Jl Kihajar Dewantara No 1 Gading Serpong Tangerang,-,20616061
1021,MA Darunnadwah,Jl. Sman 1 Kramatwatu,-,20616067
1022,SMK Nurul Madany,Cipayung,-,20616069
1023,SMK Al-Fattah,Jl.Aria Jaya Sentika,-,20616075
1024,MA Al - Madina,Kp. Kadu Bincarung,-,20616076
1025,MA Malnu Muncang,Jl. Cimunyak-Sobang,-,20616078
1026,SMA Mathlaul Falah,Jl. Kiyai Adung No.01 Lempunyang,-,20616086
1027,MA Al - Mumtaz,Kp. Bojong Hejo,-,20616089
1028,MAN Pandeglang,Jl. Raya Labuan Km.2 Ciekek Pandeglang,-,20600972
1029,SMK Pariwisata Ymj,Jl. Limun No. 27 (Depan Uin Jkt) Rt. 002/08,-,20616102
1030,MA Mii Al- Hikmah Cidangiang,Jln. Raya Labuan Km.03 Cidangiang,-,20616103
1031,SMK Matlaul Hidayah Cipanas,Jl. Raya Rangkasbitung - Bogor,-,20616107
1032,SMAN 5 Kota Tangerang Selatan,Perum Bintaro Hijau,-,20603312
1033,MA Wasilatul Falah,Jl. Sunan Giri No.202 - Kec. Rangkasbitung,-,20602260
1034,MA Mathlaul Anwar Ciparasi,Kp. Ciparasi Ds. Ciparasi,-,20616117
1035,MA Mathlaul Anwar,Kp. Ciparasi Rt/Rw 09/02 Jl. Cipanas - Ciparasi Km. 28,-,20616118
1036,SMA Islam Madinatul Ilmi,Jl. Legoso Raya No. 21,-,20616124
1037,SMA Tarakanita Citra Raya,Jl Citra Raya Timur 2,-,20616138
1038,SMK Alhafidz,Jl Kh Dahlan Hafidz Talok Kresek Kab Tabngerang Tlp 02195465921,-,20616139
1039,SMK S Darul Ishlah,Jl Raya Serang Km 36 Jayanti Tangerang Banten,-,20616140
1040,SMA Mutiara Bangsa,Jl Raya Kresek Gandaria Ds Tamiang Kec Gunung Kaler,-,20616158
1041,MA Nurul Hidayah,Jl. R. Abas No.55 Lebak Jaha,-,20602262
1042,SMKN 6 Kota Serang,Lingk. Priyayi Langgar No,-,20616177
1043,SMK Nusantara Ii  Kesehatan,Jl. Tarumanegara Dalam No. 1 Ciputat Timur Tangerang Selatan,-,20616183
1044,SMK Patriot Nusantara,Jl Patriot Kp Cogreg Rt06/02 Ds Kebon Cau Kec Teluknaga,-,20616194
1045,SMK Negeri 1 Cirinten,Cirinten,-,20616197
1046,SMK Al Barkah,Jl. Cukanggalih 2 Rt. 002/04 Telp. 0215985391,-,20616214
1047,MA Nurul Amal,Kp. Cidadap Desa Gub Cibeureum Kec. Maja Kab. Lebak,-,20616215
1048,SMK Darul Hikmah,Kp. Pagadungan,-,20616216
1049,MA Al Hidayah Islamiyah Cibeurih,Kp. Cibeurih,-,20616218
1050,MA Yaumin,Perumahan Cikande Permai Kp. Pabuaran Ds. Cikande,-,20616223
1051,MA Darunajah Pancur,Kp. Sepring Ds Pancur Kec. Taktakan Kota Serang,-,20616224
1052,SMK Arrasayadiyyah,Jalan Banten,-,20616225
1053,SMAN 2 Cibeber,Kp. Babakan Inpres,-,20616228
1054,SMAN 2 Cibeber,Kp. Babakan Inpres,-,20616229
1055,MA Amanatul Huda,Jl. H. Bacek Rt. 002/02 No. 29,-,20616240
1056,MA Terpadu Daar El-Ishlah,Jl. Mui Ds. Malingping Selatan,-,20616245
1057,MA Nurul Hidayah As.Sanusy,Jl. Leuwidamar Km.15 Kp.Sawah Lega,-,20616249
1058,SMA Terpadu Pelita Bangsa,Jl. Tpi No.14 Ds. Lontar,-,20616288
1059,SMA Athalia,Regensi Melati Ma Blok. B14,-,20616291
1060,SMKN 10 Pandeglang,Jln. Baru Satu No.1,-,20616292
1061,SMKN 9 Pandeglang,Jl. Pagelaran,-,20616293
1062,SMA Al - Azkiya,Muncang,-,20616302
1063,SMK Guna Bangsa,Jl. Saketi-Malingping Km.17 Kerta,-,20616303
1064,SMAN 01 Lais,Jl. Pembangunan,-,10700284
1065,SMAN 1 Curup,Jl. Basuki Rahmad Curup Kota,-,10700669
1066,MA Miftahul Ulum,Jl. Wonosobo. Lubuk Mukti,-,10701344
1067,SMA N 03 Seluma,Jl. Lintas Bengkulu - Tais,-,10701558
1068,MA Muhammadiyah,Kel. Masmambang. Kab. Seluma,-,10701626
1069,MA Al Hikmah,Taba Padang Kol,-,10700373
1070,SMA Pancasila,Jl. Renjani,-,10702438
1071,MA Darussalam,Jl. Jaya Wijaya,-,10702582
1072,SMA 1 Lebong Atas,Jl. Sman 1 Lebong Atas,-,10703076
1073,SMAN 01 Napal Putih,Napal Putih,-,10702991
1074,Sma.S. Xaverius Curup,Jalan Di. Panjaitan No.17. Curup Kota,-,10700677
1075,SMA PGRI Bengkulu Selatan,Jl.Zainab Bachmada Rustam,-,10700975
1076,SMA Pembangunan Bengkulu Selatan,Jl. Lettu Ubadi No. 17 Manna,-,10700976
1077,SMA Negeri  6 Bengkulu,Jl. Pratu Aidit No. 23 ( 0736-26690),-,10702406
1078,SMA Pembangunan,Jl. Cendrawasih,-,10702419
1079,SMAN 1 Pino Raya,Jl.Raya Kelutum,-,10700970
1080,MA Darul Amal,Desa Tunggang,-,10701346
1081,SMAN 1 Kepahiang,Jl. Pasar Ujung,-,10702285
1082,SMA Muhammadiyah 2,Jl. Kenanga,-,10702461
1083,MAN 2 Kota,Jl. Bandara Fatmawati,-,10702600
1084,SMAN 1 Pino,Jl. H. Rentama Masat,-,10700971
1085,SMA N 04 Seluma,Jl. Sendawar,-,10701554
1086,SMA Negeri  8 Bengkulu,Jl. Wr. Supratman ( 0736 - 7310228 ),-,10702408
1087,SMAN 01 Pinang Belapis,Desa Tambang Saweak,-,10703075
1088,SMAN 4 Kota Manna,Jl.Veteran,-,10700966
1089,SMAN 1 Kedurang,Jl. Durian Sebatang,-,10700974
1090,SMAN 01 Pagar Jati,Jalan Ali Midan,-,10700306
1091,SMAN 01 Enggano,Enggano,-,10702980
1092,MAN Manna,Jl. Pangeran Duayu Manna,-,10701058
1093,SMA Negeri 4 Bengkulu,Jl. Zainul Arifin (0736 -22061),-,10702413
1094,SMAN 01Taba Penanjung,Jl. Rindu Hati,-,10700302
1095,SMAN 01 Lebong Sakti,Desa Lemeu Pit,-,10701981
1096,SMA PGRI Amen,Desa Sungai Gerong,-,10701983
1097,MA Muhammadiyah,Jl. Suprapto No. 64,-,10702581
1098,SMA 01 Taba Penanjung,Jalan Desa Rindu Hati,-,10700283
1099,SMAN 02 Kerkap,Jl. Raya Sumberejo,-,10702981
1100,SMAN 01 Air Besi,Jl. Raya Dusun Curup,-,10702982
1101,SMA Sint. Carolus,Jl. Kapuas 37 Lingkar Barat,-,10702417
1102,MA Mustafawiyah,Jl. Kembang Seri,-,10700380
1103,SMA N 07 Seluma,Jalan Raya Padang Genting Seluma,-,10701561
1104,MAN Bintuhan,Jembatan Dua,-,10701825
1105,SMA Negeri 10 Bengkulu,Jl. Raya Padang Kemiling,-,10703046
1106,SMA Muhammadiyah 1,Jl. Bali,-,10702462
1107,MAN Arga Makmur,Jl. Dr. Ak Gani Argamakmur Karang Anyar I,-,10700359
1108,SMA N 01 Mukomuko,Koto Jaya Mukomuko,-,10701309
1109,MAN Muko-Muko,Jl. Transito Bandarratu,-,10701347
1110,SMA 2 Talo,Jl. Sendawar,-,10701560
1111,SMA Negeri  1 Bengkulu,Jl. Kuala Lempuing ( 0736-22906 ),-,10702416
1112,SMA Pgri,Jl. Sepakat,-,10702418
1113,SMAN 01 Kerkap,Jl. Penyangkak,-,10700268
1114,SMAN 01 Padang Jaya,Jl. Semeru No. 14 Padang Jaya,-,10700299
1115,SMA Muhammadiyah Arga Makmur,Jl. Samsul Bahrun No. 304,-,10700300
1116,MA Al Hasanah,Jl. Raya Talang Pauh No. 51,-,10700372
1117,MA Tarbiyah Islamiyah,Jl. Raya Pasar Kerkep,-,10700370
1118,MA Bahrul Ulum,Karang Tengah Tb.Penanjung,-,10700375
1119,MA Nurul Huda,Jl. Raya Bengkulu Curup,-,10700381
1120,MA Darul Ilmi,Jl. Raya Kota Bani Seblat,-,10700376
1121,SMAN 02 Arga Makmur,Jl. Ratu Samban,-,10702983
1122,SMAN 1 Selupu Rejang,Kel. Air Meles Atas,-,10700667
1123,SMA PGRI 1 Curup Tengah,Jalan S. Sukowati No. 7 Curup Tengah,-,10700687
1124,SMAN 1 Curup Selatan,Desa Teladan Curup Selatan,-,10700686
1125,SMAN 2 Curup,Jalan Ahmad Yani No. 433,-,10700671
1126,MA Muhammadiyah Curup,Jl. Syahrial Kampung Delima,-,10700749
1127,SMAN 01 Giri Mulya,Marga Sakti,-,10702984
1128,SMAN 08 Bengkulu Selatan,Jl. H. Rentama Masat,-,10700901
1129,SMAN 04 Bengkulu Selatan,Jl. Durian Sebatang Kedurang,-,10700933
1130,SMA Muhammadiyah Bengkulu Selatan,Jl. Zainab Bahmada Rustam,-,10700977
1131,SMAN 01 Bengkulu Selatan,Jl. Pangeran Duayu Manna,-,10700973
1132,SMAN 06 Bengkulu Selatan,Jl. Raya Kayu Kunyit,-,10700972
1133,SMA Karya Bengkulu Selatan,Jl. Tkr. Sebanis Manna,-,10700978
1134,SMAN 6 Manna,Jl. Kayu Kunyit Manna,-,10700979
1135,SMAN 02 Bengkulu Selatan,Jl.Kolonel Berlian,-,10700968
1136,MA Al Quraniyah,Jl. Affan Bachsin No. 13,-,10701042
1137,SMA Tais,Jl. Lubuk Kebur,-,10701552
1138,SMA N 08 Seluma,Jln Raya Talang Kabu Kab. Seluma,-,10701553
1139,SMA N 05 Seluma,Kembang Mumpo,-,10701557
1140,MA Muhammadiyah Tais,Jl. Umar Ahmad No. 62 Tais,-,10701627
1141,SMAN 1 Lebong Selatan,Kelurahan Taba Anyar,-,10701986
1142,SMAN 01 Lebong Utara,Kelurahan Pasar Muara Aman,-,10701980
1143,SMAN 1 Ujan Mas,Jl. Raya Curup Desa Ujan Mas,-,10702283
1144,SMA Negeri  5 Kota Bengkulu,Jl. Cendana 20 (0736 - 21433),-,10702412
1145,SMA Pelita Kasih,Jl. Timur Indah Ii,-,10702437
1146,SMA Muhammadiyah 4,Jalan Bali,-,10702460
1147,SMA Idhata,Jl. Seruni,-,10702463
1148,SMA Hidayatullah,Jl. Halmahera,-,10702464
1149,SMA N 06 Mukomuko,Desa Teras Terunjam,-,10702736
1150,SMA N 08 Mukomuko,Desa Air Rami,-,10702737
1151,SMA N 05 Mukomuko,Desa Lubuk Pinang,-,10702738
1152,SMA N 09 Seluma,Jln. Raya Jambat Akar Seluma,-,10702679
1153,SMA N 06 Seluma,Jln Bengkulu - Tais,-,10702680
1154,SMA Negeri  9 Bengkulu,Jl. W.R Soepratman (0736-7312660 ),-,10702711
1155,SMA N 02 Mukomuko,Medan Jaya,-,10701185
1156,SMAN 2 Kaur,Tanjung Kemuning,-,10701795
1157,SMA N 03 Mukomuko,Jl. Poros Yamaja Rimba Ds. Agung Jaya,-,10701186
1158,SMAN 3 Kaur,Tanjung Iman,-,10701796
1159,SMAN 4 Kaur,Simpang Tiga,-,10701823
1160,SMA N 04 Mukomuko,Jln. Poros Pondok Suguh,-,10701174
1161,SMA Muhammadiyah,Jl. Wijaya Kusuma Penarik,-,10701187
1162,SMA Muhammadiyah 2 Kepahiang,Jl. Santoso 282 Kepahiang,-,10702244
1163,SMA Taman Siswa,Jl. A. Marzuki. Talang Rimbo Curup Tengah,-,10700641
1164,SMA Asy Syafiiyah,Kaur Utara,-,10702819
1165,SMA Muhammadiyah,Kaur Selatan,-,10702820
1166,MA Al-Kariim,Jl Air Rikis,-,10703627
1167,SMAN 8 Kaur,Muara Sahung,-,10703646
1168,MA  Swasta Muslim Cendikia,Desa Tabalagan,-,10703672
1169,SMAN 01 Arga Makmur,Arga Makmur. Bengkulu Utara,-,10700286
1170,SMAN 1 Binduriang,Desa Simpang Beliti Binduriang,-,10700684
1171,SMAN 07 Bengkulu Selatan,Jl. Desa Kota Agung Seginim,-,10700886
1172,MAN Ipuh,Jl. Pendidikan Medanjaya,-,10701358
1173,SMA Budi Mulia,Jl. Raya Air Sebakul,-,10702465
1174,SMA 01 Pondok Kelapa,Pondok Kelapa. Bengkulu Utara,-,10700269
1175,MA Pagar Jati,Desa Kertapati - Pagarjati,-,10700371
1176,MA  Ar-Rahmah,Jl. Pramuka Air Meles Atas Selupu Rejang,-,10700748
1177,SMAN 09 Bengkulu Selatan,Jl. Raya Kelutum,-,10700887
1178,MA Nuroniyah,Desa Tanjung Mulya,-,10701343
1179,SMA N 02 Seluma,Jl. Durian Bubur,-,10701559
1180,MAN Tumbuan,Tumbuan Km. 44,-,10701628
1181,SMA Negeri  2 Bengkulu,Jl. Mahoni 14 ( 0736-21022 / 349123 ),-,10702415
1182,SMA N 01 Seluma,Jalan Lubuk Kebur Km. 61 Tais,-,10701556
1183,SMA Plus Negeri 7 Bengkulu,Jl Jenggalu ( 0736 -25355 / 344981),-,10702407
1184,SMAN 03 Bengkulu Selatan,Jl. Jend. A. Yani,-,10700967
1185,MAN 2 Kepahiang,Jl. Kgs. Hasan Pasar Ujung,-,10702329
1186,SMAN 1 Seginim,Jl. Kota Agung,-,10700969
1187,SMAN 01 Putri Hijau,Jl. Raya Kota Bani,-,10700295
1188,MA Darun Naja,Jl. Pemandi Urai,-,10700377
1189,SMA Muhammadiyah 01 Tais,Pasar Tais,-,10701551
1190,MAN Lebong,Jl. Kampung Jawa Baru,-,10702093
1191,SMA Aasb,Jl. Cimanuk Km. 6.5,-,10702466
1192,SMA Talang Empat,Jl. Raya Bengkulu Curup Km. 12,-,10700303
1193,MA Hidayat,Jl. Marga Sakti Kec. Padang Jaya,-,10700378
1194,SMA Tenera Pt Agricinal,Desa Seblat,-,10700304
1195,MA Ketahun,Ds. Giri Kencana Ketahun,-,10700379
1196,SMAN 01 Pondok Kelapa,Desa Pasar Pedati,-,10700296
1197,MAN Talang Leak,Jl. Pelabuan Talang Leak,-,10702112
1198,SMAN 1 Ketahun,Jl. Bukit Indah Ps. Ketahun,-,10700298
1199,MA Al Maarif,Sido Mukti,-,10700374
1200,SMAN 1 Kaur,Sekunyit,-,10701819
1201,SMA Pallawa,Jl. Mangga,-,10702457
1202,SMAN 1 Topos,Kelurahan Topos,-,10703077
1203,SMA Tenera Putri Hijau,Agricinal,-,10702993
1204,MA Ulu Talo,10702708,-,10702677
1205,MAN 1 (Model) Bengkulu,Jl Cimanuk Km 6.5 Bengkulu,-,10702708
1206,MA Pancasila,Jl Rinjani Bengkulu,-,10702709
1207,Sma.S. Muhammadiyah 1,Desa Tempel Rejo Curup Selatan,-,10702876
1208,SMAN 1 Bermani Ulu,Desa Kampung Melayu Bermani Ulu,-,10702877
1209,SMAN 1 Sindang Kelingi,Desa Beringin Tiga Sindang Kelingi,-,10702878
1210,MAN 1 Kepahiang,Desa Durian Depun,-,10703020
1211,SMA PGRI Arga Makmur,Rama Agung,-,10703004
1212,SMAN 1 Kabawetan,Desa Tangsi Baru,-,10703015
1213,MA Darussalam,Dusun Kepahiang,-,10703060
1214,SMA N 07 Mukomuko,Pasar Sebelah,-,10703129
1215,SMKN 2 Seluma,Desa Kampai,-,10703138
1216,SMK Darul Amal,Jln. Lintas Barat Bengkulu-Padang Km.197,-,10703149
1217,SMAN 1 Merigi,Desa Taba Mulan,-,10703157
1218,MA Manau Ix,Manau Ix,-,10703187
